Genome	Original_name	Study_set	Genome_type	Length	N_contigs	N50	GC_content	Completeness	Contamination	rRNA_5S	rRNA_16S	rRNA_23S	tRNAs	Genome_accession	Species_rep	MGnify_accession	Lineage	Sample_accession	Study_accession	Country	Continent
GUT_GENOME264670	ZeeviD_2015__PNP_DietIntervention_28__bin.18	CIBIO	MAG	2154030	53	74657	59.98	99.19	0.81	0	0	0	20	NA	GUT_GENOME264670	MGYG-HGUT-04294	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS972466	ERP012929	Israel	Asia
GUT_GENOME264766	ZeeviD_2015__PNP_DietIntervention_31__bin.3	CIBIO	MAG	4150657	211	32460	40.19	98.49	2.16	94.96	0	0	17	NA	GUT_GENOME264766	MGYG-HGUT-04295	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Providencia;s__Providencia rettgeri_C	ERS972469	ERP012929	Israel	Asia
GUT_GENOME264873	ZeeviD_2015__PNP_DietIntervention_36__bin.11	CIBIO	MAG	2851795	149	31569	45.95	99.35	0.79	0	0	5.33	17	NA	GUT_GENOME264873	MGYG-HGUT-04296	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Ruminococcus_A;s__Ruminococcus_A sp000437095	ERS972474	ERP012929	Israel	Asia
GUT_GENOME265265	ZeeviD_2015__PNP_Main_101__bin.36	CIBIO	MAG	2055680	75	41237	60.1	98.15	0.81	0	0	0	19	NA	GUT_GENOME265265	MGYG-HGUT-04297	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971739	ERP012929	Israel	Asia
GUT_GENOME265296	ZeeviD_2015__PNP_Main_103__bin.23	CIBIO	MAG	2108439	65	49573	48.89	81.72	0.79	0	86.37	0	19	NA	GUT_GENOME265296	MGYG-HGUT-04298	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__CAG-977;g__UBA11549;s__	ERS971741	ERP012929	Israel	Asia
GUT_GENOME265378	ZeeviD_2015__PNP_Main_107__bin.22	CIBIO	MAG	1113995	20	91032	26.65	93.82	0	0	0	0	19	NA	GUT_GENOME265378	MGYG-HGUT-04299	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__UBA5348;g__CAG-1193;s__	ERS971745	ERP012929	Israel	Asia
GUT_GENOME265393	ZeeviD_2015__PNP_Main_107__bin.53	CIBIO	MAG	1368005	220	8480	44.91	85.62	0.83	90.76	23.22	0	16	NA	GUT_GENOME265393	MGYG-HGUT-04300	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA1259;s__UBA1259 sp003523255	ERS971745	ERP012929	Israel	Asia
GUT_GENOME265497	ZeeviD_2015__PNP_Main_111__bin.33	CIBIO	MAG	1890204	252	11262	60.07	88.59	2.49	94.12	0	0	19	NA	GUT_GENOME265497	MGYG-HGUT-04301	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971749	ERP012929	Israel	Asia
GUT_GENOME265580	ZeeviD_2015__PNP_Main_115__bin.58	CIBIO	MAG	1785376	23	139689	31.71	98.67	0	0	0	0	18	NA	GUT_GENOME265580	MGYG-HGUT-04302	d__Bacteria;p__Firmicutes;c__Bacilli;o__Acholeplasmatales;f__CAG-307;g__CAG-307;s__	ERS971753	ERP012929	Israel	Asia
GUT_GENOME265610	ZeeviD_2015__PNP_Main_116__bin.50	CIBIO	MAG	1643600	48	70417	27	95.51	2.25	0	99.74	99.69	19	NA	GUT_GENOME265610	MGYG-HGUT-04303	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-710;s__	ERS971754	ERP012929	Israel	Asia
GUT_GENOME265665	ZeeviD_2015__PNP_Main_11__bin.14	CIBIO	MAG	1380742	347	4593	38.07	78.6	0.67	0	0	0	14	NA	GUT_GENOME265665	MGYG-HGUT-04304	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA1394;s__	ERS971649	ERP012929	Israel	Asia
GUT_GENOME265746	ZeeviD_2015__PNP_Main_122__bin.20	CIBIO	MAG	1971566	221	17071	60.11	91.48	2.53	0	0	0	18	NA	GUT_GENOME265746	MGYG-HGUT-04305	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971760	ERP012929	Israel	Asia
GUT_GENOME265791	ZeeviD_2015__PNP_Main_124__bin.20	CIBIO	MAG	1561159	105	33403	27.52	76.78	0.23	0	0	0	16	NA	GUT_GENOME265791	MGYG-HGUT-04306	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-465;g__CAG-465;s__	ERS971762	ERP012929	Israel	Asia
GUT_GENOME265882	ZeeviD_2015__PNP_Main_127__bin.69	CIBIO	MAG	1826658	28	121056	60.34	85.48	0.81	77.31	0	0	19	NA	GUT_GENOME265882	MGYG-HGUT-04307	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	ERS971765	ERP012929	Israel	Asia
GUT_GENOME265887	ZeeviD_2015__PNP_Main_127__bin.76	CIBIO	MAG	2058201	66	47733	45.69	97.87	0	92.44	0	0	17	NA	GUT_GENOME265887	MGYG-HGUT-04308	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__CAG-145;s__CAG-145 sp000435615	ERS971765	ERP012929	Israel	Asia
GUT_GENOME265968	ZeeviD_2015__PNP_Main_130__bin.27	CIBIO	MAG	2341953	66	53288	31.26	100	1.12	0	0	35.93	20	NA	GUT_GENOME265968	MGYG-HGUT-04309	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Fusobacterium_B;s__	ERS971768	ERP012929	Israel	Asia
GUT_GENOME265985	ZeeviD_2015__PNP_Main_131__bin.46	CIBIO	MAG	2114472	46	100477	44.68	90.32	1.61	0	0	0	18	NA	GUT_GENOME265985	MGYG-HGUT-04310	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA10281;s__	ERS971769	ERP012929	Israel	Asia
GUT_GENOME265996	ZeeviD_2015__PNP_Main_131__bin.73	CIBIO	MAG	1319493	33	79575	29.44	75.71	0.22	93.28	0	0	17	NA	GUT_GENOME265996	MGYG-HGUT-04311	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__;s__	ERS971769	ERP012929	Israel	Asia
GUT_GENOME266038	ZeeviD_2015__PNP_Main_133__bin.32	CIBIO	MAG	1793353	155	16643	41.05	96.37	2.46	94.12	99.86	57.42	20	NA	GUT_GENOME266038	MGYG-HGUT-04312	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__Methanomassiliicoccus_A;s__	ERS971771	ERP012929	Israel	Asia
GUT_GENOME266127	ZeeviD_2015__PNP_Main_136__bin.35	CIBIO	MAG	1916741	12	226367	42.71	99.66	0	94.96	0	0	19	NA	GUT_GENOME266127	MGYG-HGUT-04313	d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Aggregatibacter;s__Aggregatibacter segnis	ERS971774	ERP012929	Israel	Asia
GUT_GENOME266130	ZeeviD_2015__PNP_Main_136__bin.43	CIBIO	MAG	2028718	26	126170	50.33	99.29	0.95	0	0	0	20	NA	GUT_GENOME266130	MGYG-HGUT-04314	d__Bacteria;p__Actinobacteriota;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Urmitella;s__Urmitella timonensis	ERS971774	ERP012929	Israel	Asia
GUT_GENOME266133	ZeeviD_2015__PNP_Main_136__bin.47	CIBIO	MAG	956457	73	19015	26.93	80.11	0	0	0	0	18	NA	GUT_GENOME266133	MGYG-HGUT-04315	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Sneathia;s__	ERS971774	ERP012929	Israel	Asia
GUT_GENOME266139	ZeeviD_2015__PNP_Main_136__bin.7	CIBIO	MAG	1852901	91	33614	37.68	98.18	0.18	94.12	0	0	11	NA	GUT_GENOME266139	MGYG-HGUT-04316	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Aerococcaceae;g__Granulicatella;s__Granulicatella adiacens	ERS971774	ERP012929	Israel	Asia
GUT_GENOME266163	ZeeviD_2015__PNP_Main_138__bin.33	CIBIO	MAG	2484059	41	79301	36.38	98.66	0.02	0	0	0	15	NA	GUT_GENOME266163	MGYG-HGUT-04317	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira sp900316325	ERS971776	ERP012929	Israel	Asia
GUT_GENOME266284	ZeeviD_2015__PNP_Main_141__bin.45	CIBIO	MAG	1237427	17	144453	60.14	75.81	0	0	0	0	16	NA	GUT_GENOME266284	MGYG-HGUT-04318	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971779	ERP012929	Israel	Asia
GUT_GENOME266340	ZeeviD_2015__PNP_Main_144__bin.13	CIBIO	MAG	1435408	21	171147	26.84	76.56	0.22	0	0	0	18	NA	GUT_GENOME266340	MGYG-HGUT-04319	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-273;s__CAG-273 sp000438355	ERS971782	ERP012929	Israel	Asia
GUT_GENOME266465	ZeeviD_2015__PNP_Main_148__bin.30	CIBIO	MAG	2113216	111	32941	60.02	99.19	0.81	72.27	0	0	20	NA	GUT_GENOME266465	MGYG-HGUT-04320	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971786	ERP012929	Israel	Asia
GUT_GENOME266481	ZeeviD_2015__PNP_Main_149__bin.19	CIBIO	MAG	1790497	34	91240	37.91	96.87	0	0	0	0	14	NA	GUT_GENOME266481	MGYG-HGUT-04321	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus constellatus	ERS971787	ERP012929	Israel	Asia
GUT_GENOME266552	ZeeviD_2015__PNP_Main_150__bin.30	CIBIO	MAG	1236093	21	111499	34.58	86.67	0.34	0	0	10.74	20	NA	GUT_GENOME266552	MGYG-HGUT-04322	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__;s__	ERS971788	ERP012929	Israel	Asia
GUT_GENOME266586	ZeeviD_2015__PNP_Main_152__bin.15	CIBIO	MAG	1940485	22	128885	44.57	97.99	0	0	0	16.58	20	NA	GUT_GENOME266586	MGYG-HGUT-04323	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-180;s__CAG-180 sp000432435	ERS971790	ERP012929	Israel	Asia
GUT_GENOME266866	ZeeviD_2015__PNP_Main_163__bin.31	CIBIO	MAG	1868192	330	7058	60.32	87.63	2.69	77.31	0	0	18	NA	GUT_GENOME266866	MGYG-HGUT-04324	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971801	ERP012929	Israel	Asia
GUT_GENOME266946	ZeeviD_2015__PNP_Main_167__bin.31	CIBIO	MAG	2036107	156	25127	60.11	97.24	1.3	0	0	0	20	NA	GUT_GENOME266946	MGYG-HGUT-04325	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971805	ERP012929	Israel	Asia
GUT_GENOME266986	ZeeviD_2015__PNP_Main_169__bin.41	CIBIO	MAG	1501381	229	8982	60.35	66.78	3.3	0	0	0	17	NA	GUT_GENOME266986	MGYG-HGUT-04326	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971807	ERP012929	Israel	Asia
GUT_GENOME267242	ZeeviD_2015__PNP_Main_178__bin.54	CIBIO	MAG	1744191	251	9180	54.51	87.95	1.07	0	24.2	0	15	NA	GUT_GENOME267242	MGYG-HGUT-04327	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__F23-B02;s__	ERS971816	ERP012929	Israel	Asia
GUT_GENOME267277	ZeeviD_2015__PNP_Main_17__bin.35	CIBIO	MAG	2184060	40	99176	60.19	100	0.81	0	0	0	20	NA	GUT_GENOME267277	MGYG-HGUT-04328	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	ERS971655	ERP012929	Israel	Asia
GUT_GENOME267425	ZeeviD_2015__PNP_Main_185__bin.24	CIBIO	MAG	2575035	83	47230	50.54	97.68	0	94.96	0	0	19	NA	GUT_GENOME267425	MGYG-HGUT-04329	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotellamassilia;s__	ERS971823	ERP012929	Israel	Asia
GUT_GENOME267492	ZeeviD_2015__PNP_Main_188__bin.4	CIBIO	MAG	2115535	135	23470	60.14	95.97	0.88	77.31	0	0	19	NA	GUT_GENOME267492	MGYG-HGUT-04330	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971826	ERP012929	Israel	Asia
GUT_GENOME267498	ZeeviD_2015__PNP_Main_189__bin.12	CIBIO	MAG	2018450	197	13926	60.3	97.38	2.42	94.12	0	0	19	NA	GUT_GENOME267498	MGYG-HGUT-04331	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971827	ERP012929	Israel	Asia
GUT_GENOME267645	ZeeviD_2015__PNP_Main_195__bin.49	CIBIO	MAG	2110148	83	40209	60.23	100	0.81	77.31	0	0	20	NA	GUT_GENOME267645	MGYG-HGUT-04332	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971833	ERP012929	Israel	Asia
GUT_GENOME268003	ZeeviD_2015__PNP_Main_20__bin.41	CIBIO	MAG	765968	29	45816	27.96	61.24	0	0	0	0	10	NA	GUT_GENOME268003	MGYG-HGUT-04333	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-611;s__	ERS971658	ERP012929	Israel	Asia
GUT_GENOME268007	ZeeviD_2015__PNP_Main_20__bin.46	CIBIO	MAG	2106645	70	61516	38.48	99.33	0	0	0	0	17	NA	GUT_GENOME268007	MGYG-HGUT-04334	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp002493635	ERS971658	ERP012929	Israel	Asia
GUT_GENOME268069	ZeeviD_2015__PNP_Main_212__bin.28	CIBIO	MAG	2231011	65	82019	59.73	99.19	0.81	77.31	0	0	20	NA	GUT_GENOME268069	MGYG-HGUT-04335	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971850	ERP012929	Israel	Asia
GUT_GENOME268227	ZeeviD_2015__PNP_Main_218__bin.30	CIBIO	MAG	2387610	200	19178	58.42	77.01	0	94.12	0	0	20	NA	GUT_GENOME268227	MGYG-HGUT-04336	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	ERS971856	ERP012929	Israel	Asia
GUT_GENOME268399	ZeeviD_2015__PNP_Main_223__bin.61	CIBIO	MAG	1881701	21	128804	45.38	98.8	0.2	94.12	0	33.98	20	NA	GUT_GENOME268399	MGYG-HGUT-04337	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium;s__Phascolarctobacterium sp000436095	ERS971861	ERP012929	Israel	Asia
GUT_GENOME268448	ZeeviD_2015__PNP_Main_225__bin.31	CIBIO	MAG	1218505	203	7560	42.67	86.16	0.55	0	0	0	18	NA	GUT_GENOME268448	MGYG-HGUT-04338	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__;s__	ERS971863	ERP012929	Israel	Asia
GUT_GENOME268463	ZeeviD_2015__PNP_Main_225__bin.8	CIBIO	MAG	1717876	103	22236	58.7	96.1	0.81	86.55	0	0	20	NA	GUT_GENOME268463	MGYG-HGUT-04339	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomethylophilaceae;g__UBA71;s__	ERS971863	ERP012929	Israel	Asia
GUT_GENOME268486	ZeeviD_2015__PNP_Main_227__bin.10	CIBIO	MAG	2218720	190	17819	60.25	92.83	1.59	94.12	0	0	19	NA	GUT_GENOME268486	MGYG-HGUT-04340	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	ERS971865	ERP012929	Israel	Asia
GUT_GENOME268527	ZeeviD_2015__PNP_Main_228__bin.8	CIBIO	MAG	2571462	74	52503	57.74	97.09	0.67	0	0	0	19	NA	GUT_GENOME268527	MGYG-HGUT-04341	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-110;s__CAG-110 sp000435995	ERS971866	ERP012929	Israel	Asia
GUT_GENOME268596	ZeeviD_2015__PNP_Main_230__bin.28	CIBIO	MAG	1409470	82	27111	27.64	92.32	2.81	0	0	0	20	NA	GUT_GENOME268596	MGYG-HGUT-04342	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-611;g__CAG-451;s__	ERS971868	ERP012929	Israel	Asia
GUT_GENOME268622	ZeeviD_2015__PNP_Main_231__bin.41	CIBIO	MAG	1224783	100	21057	24.66	91.01	0	0	17.55	99.66	20	NA	GUT_GENOME268622	MGYG-HGUT-04343	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-822;g__RUG832;s__	ERS971869	ERP012929	Israel	Asia
GUT_GENOME268639	ZeeviD_2015__PNP_Main_232__bin.37	CIBIO	MAG	1929590	82	44818	60.29	99.19	1.08	77.31	0	0	20	NA	GUT_GENOME268639	MGYG-HGUT-04344	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971870	ERP012929	Israel	Asia
GUT_GENOME268665	ZeeviD_2015__PNP_Main_233__bin.47	CIBIO	MAG	1762317	48	74959	38.91	99.89	0.15	0	0	0	16	NA	GUT_GENOME268665	MGYG-HGUT-04345	d__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus thermophilus	ERS971871	ERP012929	Israel	Asia
GUT_GENOME268758	ZeeviD_2015__PNP_Main_239__bin.11	CIBIO	MAG	1624366	437	4178	60.62	70.03	1.61	0	0	0	15	NA	GUT_GENOME268758	MGYG-HGUT-04346	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971877	ERP012929	Israel	Asia
GUT_GENOME268865	ZeeviD_2015__PNP_Main_241__bin.7	CIBIO	MAG	1803258	330	7558	40.03	89.93	0.13	0	45.27	0	18	NA	GUT_GENOME268865	MGYG-HGUT-04347	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA5884;s__	ERS971879	ERP012929	Israel	Asia
GUT_GENOME269003	ZeeviD_2015__PNP_Main_247__bin.41	CIBIO	MAG	1551996	16	183105	49.81	51.42	0	94.96	0	13.06	14	NA	GUT_GENOME269003	MGYG-HGUT-04348	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__	ERS971885	ERP012929	Israel	Asia
GUT_GENOME269020	ZeeviD_2015__PNP_Main_248__bin.2	CIBIO	MAG	2184710	29	108598	59.88	100	0.81	77.31	0	0	19	NA	GUT_GENOME269020	MGYG-HGUT-04349	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971886	ERP012929	Israel	Asia
GUT_GENOME269072	ZeeviD_2015__PNP_Main_250__bin.25	CIBIO	MAG	1613493	72	33018	30.03	77.45	0.67	0	0	99.79	17	NA	GUT_GENOME269072	MGYG-HGUT-04350	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-245;s__	ERS971888	ERP012929	Israel	Asia
GUT_GENOME269084	ZeeviD_2015__PNP_Main_251__bin.15	CIBIO	MAG	2256006	63	52475	42.76	100	0	92.44	11.15	0	20	NA	GUT_GENOME269084	MGYG-HGUT-04351	d__Bacteria;p__Firmicutes_C;c__Negativicutes;o__Veillonellales;f__Veillonellaceae;g__Veillonella_A;s__Veillonella_A sp000431435	ERS971889	ERP012929	Israel	Asia
GUT_GENOME269121	ZeeviD_2015__PNP_Main_252__bin.40	CIBIO	MAG	1302826	13	194446	25.47	92.42	1.12	0	26.09	0	20	NA	GUT_GENOME269121	MGYG-HGUT-04352	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-1000;g__CAG-460;s__CAG-460 sp000437315	ERS971890	ERP012929	Israel	Asia
GUT_GENOME269177	ZeeviD_2015__PNP_Main_255__bin.20	CIBIO	MAG	1809377	352	6221	43.4	73.64	0.34	0	0	0	12	NA	GUT_GENOME269177	MGYG-HGUT-04353	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__	ERS971893	ERP012929	Israel	Asia
GUT_GENOME269217	ZeeviD_2015__PNP_Main_256__bin.47	CIBIO	MAG	1979372	183	16474	54.52	96.71	1.68	0	0	0	18	NA	GUT_GENOME269217	MGYG-HGUT-04354	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	ERS971894	ERP012929	Israel	Asia
GUT_GENOME269304	ZeeviD_2015__PNP_Main_25__bin.53	CIBIO	MAG	1356614	78	27771	26.78	86.8	1.12	0	0	0	19	NA	GUT_GENOME269304	MGYG-HGUT-04355	d__Bacteria;p__Firmicutes;c__Bacilli;o__RF39;f__CAG-302;g__CAG-302;s__	ERS971663	ERP012929	Israel	Asia
GUT_GENOME269364	ZeeviD_2015__PNP_Main_262__bin.29	CIBIO	MAG	2071302	42	93159	59.92	100	0.81	94.12	0	0	20	NA	GUT_GENOME269364	MGYG-HGUT-04356	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_F	ERS971900	ERP012929	Israel	Asia
GUT_GENOME269522	ZeeviD_2015__PNP_Main_269__bin.49	CIBIO	MAG	1515489	16	278038	26.72	80.69	1.57	0	0	0	19	NA	GUT_GENOME269522	MGYG-HGUT-04357	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__TANB77;f__CAG-508;g__CAG-354;s__	ERS971907	ERP012929	Israel	Asia
GUT_GENOME269614	ZeeviD_2015__PNP_Main_273__bin.6	CIBIO	MAG	2007667	270	9781	60.24	88.04	0.81	77.31	0	0	18	NA	GUT_GENOME269614	MGYG-HGUT-04358	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971911	ERP012929	Israel	Asia
GUT_GENOME269664	ZeeviD_2015__PNP_Main_277__bin.38	CIBIO	MAG	2437216	42	98127	40.37	99.33	2.01	0	0	0	17	NA	GUT_GENOME269664	MGYG-HGUT-04359	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerostipes;s__	ERS971915	ERP012929	Israel	Asia
GUT_GENOME269730	ZeeviD_2015__PNP_Main_27__bin.51	CIBIO	MAG	1625567	100	24902	45.39	95.69	0	0	0	0	19	NA	GUT_GENOME269730	MGYG-HGUT-04360	d__Bacteria;p__Firmicutes;c__Bacilli;o__RFN20;f__CAG-288;g__UBA7642;s__	ERS971665	ERP012929	Israel	Asia
GUT_GENOME269777	ZeeviD_2015__PNP_Main_282__bin.15	CIBIO	MAG	1441570	96	22268	43.85	95.6	2.2	0	0	0	20	NA	GUT_GENOME269777	MGYG-HGUT-04361	d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__RF32;f__;g__;s__	ERS971920	ERP012929	Israel	Asia
GUT_GENOME269798	ZeeviD_2015__PNP_Main_283__bin.15	CIBIO	MAG	1969616	52	56154	45.14	94.15	1.61	94.12	0	0	19	NA	GUT_GENOME269798	MGYG-HGUT-04362	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__4C28d-15;f__CAG-727;g__UBA10281;s__	ERS971921	ERP012929	Israel	Asia
GUT_GENOME269802	ZeeviD_2015__PNP_Main_283__bin.1	CIBIO	MAG	1808385	352	6400	60.16	86.76	0.81	0	0	0	20	NA	GUT_GENOME269802	MGYG-HGUT-04363	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971921	ERP012929	Israel	Asia
GUT_GENOME269995	ZeeviD_2015__PNP_Main_291__bin.24	CIBIO	MAG	1917429	376	6800	60.47	88.51	2.94	0	0	0	19	NA	GUT_GENOME269995	MGYG-HGUT-04364	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971929	ERP012929	Israel	Asia
GUT_GENOME270087	ZeeviD_2015__PNP_Main_294__bin.5	CIBIO	MAG	2658398	102	34812	56.26	89.65	0	92.44	0	0	15	NA	GUT_GENOME270087	MGYG-HGUT-04365	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Muribaculaceae;g__UBA7173;s__	ERS971932	ERP012929	Israel	Asia
GUT_GENOME270175	ZeeviD_2015__PNP_Main_298__bin.12	CIBIO	MAG	2044513	61	45802	60.11	98.39	0.81	0	0	0	20	NA	GUT_GENOME270175	MGYG-HGUT-04366	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971936	ERP012929	Israel	Asia
GUT_GENOME270248	ZeeviD_2015__PNP_Main_29__bin.7	CIBIO	MAG	2107550	88	41035	60.14	97.58	0.81	78.15	63.93	0	19	NA	GUT_GENOME270248	MGYG-HGUT-04367	d__Bacteria;p__Actinobacteriota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	ERS971667	ERP012929	Israel	Asia
